fragment,reached
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L730_L756,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L763_L785,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L802_L809,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L816_L821,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L844_L874,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L886_L896,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L886_L897,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L931_L952,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L964_L981,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L964_L982,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-Tokenizer-L987_L1000,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlConfig-L91_L96,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlReader-L232_L450,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlReader-L296_L450,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlReader-L349_L368,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlWriter-L151_L267,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlWriter-L151_L288,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlWriter-L184_L243,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlWriter-L184_L288,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlWriter-L216_L288,false
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlWriter-L257_L288,false
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractBuiltInContent-L62_L73,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractBuiltInContent-L89_L95,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyCoder-L445_L450,false
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyDecoder-L367_L395,false
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyEncoder-L1609_L1656,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyEncoder-L1610_L1621,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyEncoder-L613_L647,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractEXIBodyEncoder-L750_L857,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractSchemaInformedGrammar-L159_L232,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-AbstractSchemaInformedGrammar-L159_L234,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-BinaryBase64Value-L285_L304,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-BoundedStringDecoderImpl-L106_L118,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-BoundedStringDecoderImpl-L94_L118,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-DateTimeValue-L140_L241,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-EXIHeaderEncoder-L134_L440,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-QNameUtilities-L108_L124,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-QNameUtilities-L117_L127,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-QNameUtilities-L117_L129,true
EXIficient-exificient-core-fce10c39fe654c9ae9660454ac6d6d2abc6a48ac-SchemaInformedStartTag-L114_L151,true
f4b6a3-uuid-creator-f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c-StringCodec-L256_L269,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-CommonAcronyms-L96_L126,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-ConverterApp-L97_L108,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Document-L134_L142,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L151_L193,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L201_L260,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L207_L259,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L338_L431,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L338_L512,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L363_L512,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L377_L512,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L529_L673,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L686_L697,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L726_L846,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L730_L846,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L740_L844,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L744_L845,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter-L745_L839,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Message-L68_L77,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Method-L63_L68,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Proto3Writer-L134_L190,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Proto3Writer-L138_L187,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-Proto3Writer-L199_L242,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-ProtoMerger-L106_L127,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-ProtoMerger-L108_L126,true
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-ProtoParser-L323_L339,true
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-CdxRequestEncoder-L28_L47,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-CdxRequestEncoder-L83_L157,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-CdxRequestEncoder-L90_L147,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-GunzipChannel-L101_L159,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-GunzipChannel-L108_L114,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-GunzipChannel-L51_L80,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-GunzipChannel-L84_L97,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-HttpServer-L109_L141,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-HttpServer-L76_L103,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-JsonTokenizer-L184_L237,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcParser-L313_L325,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcServer-L124_L129,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcServer-L150_L157,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcServer-L173_L179,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcServer-L218_L235,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcServer-L97_L102,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcServer-L97_L103,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcWriter-L151_L194,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcWriter-L152_L193,false
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcWriter-L156_L186,false
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlFunctionTransform-L150_L201,true
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlFunctionTransform-L260_L301,true
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlOutputVisitor-L288_L342,true
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlOutputVisitor-L289_L341,true
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlOutputVisitor-L292_L331,true
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlOutputVisitor-L357_L399,false
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlOutputVisitor-L517_L522,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-AttachmentColumnInfoImpl-L393_L438,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-BaseSelectQueryImpl-L93_L96,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-BaseSelectQueryImpl-L93_L97,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CalculatedColumnUtil-L388_L428,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ColumnBuilder-L404_L478,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ColumnImpl-L1988_L1993,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ColumnImpl-L2575_L2592,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ColumnImpl-L912_L945,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ComplexColumnSupport-L74_L96,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CompoundOleUtil-L105_L114,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CompoundOleUtil-L192_L202,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CompoundOleUtil-L193_L201,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CompoundOleUtil-L96_L114,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CustomToStringStyle-L152_L166,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-CustomToStringStyle-L153_L166,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1000_L1042,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1400_L1441,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1416_L1432,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1456_L1489,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1681_L1738,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L1824_L1834,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L2574_L2584,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-DatabaseImpl-L480_L487,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExportUtil-L300_L320,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-Expressionator-L1263_L1301,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-Expressionator-L486_L602,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-Expressionator-L617_L639,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-Expressionator-L835_L918,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExpressionTokenizer-L105_L180,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExpressionTokenizer-L299_L326,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExpressionTokenizer-L367_L444,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ExpressionTokenizer-L584_L587,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L118_L140,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L123_L138,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L182_L214,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FKEnforcer-L231_L245,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-GeneralLegacyIndexCodes-L429_L437,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L180_L184,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L446_L488,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L515_L572,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L518_L556,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-ImportUtil-L524_L553,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexBuilder-L196_L203,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexData-L2232_L2252,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexData-L356_L362,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexData-L465_L476,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexData-L565_L568,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexImpl-L177_L207,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L1451_L1464,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L1476_L1531,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L1543_L1559,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L1570_L1583,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L402_L410,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L521_L550,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L614_L657,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-IndexPageCache-L993_L1004,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-LongValueColumnImpl-L173_L239,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-OleUtil-L116_L158,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-PatternColumnPredicate-L67_L84,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-PropertyMaps-L223_L241,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-QueryImpl-L201_L270,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-RelationshipCreator-L168_L254,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-RelationshipCreator-L287_L296,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableCreator-L254_L293,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableCreator-L258_L293,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableCreator-L266_L293,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L1248_L1365,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L1248_L1389,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L1266_L1282,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L1357_L1365,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L1357_L1389,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L2275_L2340,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L2505_L2586,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L264_L281,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L264_L299,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L3195_L3202,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableImpl-L3593_L3600,false
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableUpdater-L199_L207,true
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-TableUpdater-L226_L234,true
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-BaseMavenRepository-L59_L72,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L117_L125,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L132_L159,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L135_L158,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L143_L150,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-GitHubSource-L76_L159,true
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L189_L199,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L401_L433,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L438_L469,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L527_L548,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-HPI-L584_L605,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Main-L185_L199,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-MaintainersSource-L125_L142,true
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-MaintainersSource-L99_L121,true
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Plugin-L79_L134,true
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Signer-L180_L201,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Signer-L180_L205,false
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-Signer-L89_L98,false
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-EConv-L150_L157,false
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-EConv-L330_L391,false
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-EConv-L621_L650,false
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-Transcoding-L96_L105,false
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Analyser-L107_L169,false
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Analyser-L1497_L1509,false
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Analyser-L177_L198,false
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-ArrayCompiler-L412_L415,false
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Regex-L154_L161,false
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Regex-L280_L284,false
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Clean-L1828_L1842,true
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Clean-L885_L920,true
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Lexer-L1098_L1122,true
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Lexer-L501_L508,true
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Node-L1354_L1392,false
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint-L898_L997,true
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Tidy-L683_L706,true
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Tidy-L774_L958,true
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-ColorsUtils-L613_L635,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-ColorsUtils-L840_L846,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider-L112_L136,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider-L133_L135,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-HexCssColorCodesProvider-L156_L161,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-JavaColorCodeFormatter-L126_L140,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-JavaColorCodeFormatter-L126_L141,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-JavaColorCodeFormatter-L146_L172,false
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-JavaColorCodeFormatter-L146_L173,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-AnnotationDirsIndexer-L55_L59,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-AnnotationFilesIndexer-L50_L61,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-AnnotationLoader-L175_L189,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-AnnotationLoader-L305_L318,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-DTDLoader-L175_L184,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-DTDLoader-L244_L293,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-DTDLoader-L249_L254,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-DTDLoader-L304_L318,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-ExtentTagDao-L108_L117,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-LinkTagDao-L77_L86,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-LinkTagDao-L98_L107,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-LinkTag-L86_L95,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-LocalSqliteDriverImpl-L1216_L1223,true
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-LocalSqliteDriverImpl-L1261_L1265,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-LocalSqliteDriverImpl-L729_L746,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-MaeXMLParser-L310_L313,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-MaeXMLParser-L361_L377,false
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-SpanHandler-L195_L204,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-AbstractBasedRestfulRouter-L180_L205,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper-L560_L577,false
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper-L968_L982,false
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionMapping-L315_L321,false
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L179_L243,false
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L179_L245,false
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L443_L455,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L522_L534,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L603_L641,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionPathResolver-L605_L632,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionRoutingByPathParamDeterminer-L184_L216,true
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionValidator-L505_L526,true
